RecordNumber,mbfc__Register_Entry_Type__c,mbfc__Type__c,mbfc__Notation_Type__c,mbfc__Ordination_Type__c,Date,Place,Prelate,mbfc__Matrimonial_Wife__c
2757,Notation,,Proof of Baptism,,2001-04-15,"Holy Redeemer Church, Puliyangidi, India",,
2757,Notation,,Notice of Holy Orders,Diaconate,2015-07-03,"St. Joseph’s Major Seminary, Khammam, India",,
2757,Notation,,Notice of Holy Orders,Presbyteral,2016-05-08,"Our Lady of Lourdes Church, Vellaigoundanpatti, Puliyangudie, India","Most Rev. Jude Paulraj, Bishop of Palayamkottal",
592,Notation,,Notice of Holy Orders,Presbyteral,1959-03-14,Malta,,
203,Notation,,Notice of Matrimony,,2004-05-01,,,0
828,Notation,,Notice of Holy Orders,Presbyteral,1981-09-11,"St. John, Oregon City",Most Rev. Cornelius M. Power,
854,Notation,,Notice of Holy Orders,Presbyteral,1978-08-15,"St. Mary, Pendleton",Most Rev. Thomas Connolly,
873,Notation,,Notice of Holy Orders,Presbyteral,2001-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
358,Notation,,Notice of Holy Orders,Presbyteral,1995-08-19,"St. John the Baptist, Milwaukie",Most Rev. William J. Levada,
193,Notation,,Notice of Matrimony,,1981-12-26,,,0
193,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
193,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
136,Notation,,Notice of Matrimony,,1982-10-10,,,0
2250,Notation,,Proof of Baptism,,1982-02-28,"Our Lady of Lourdes Parish, Colusa, CA",,
2250,Notation,,Notice of Confirmation,,1990-02-21,"El Sagrado Corazon, El Salvador, Mexico",,
2250,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-03-22,,,
2250,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2025-03-11,,,
2250,Notation,,Notice of Holy Orders,Installation: Candidate,2023-10-18,,,
2764,Notation,,Proof of Baptism,,1965-05-21,"San José Parish, Maracaibo, Venezuela",,
2764,Notation,,Notice of Confirmation,,1990-08-03,"Nuestra Sra. Del Rosario Parish, Maracaibo, Venezuela",,
2764,Notation,,Notice of Matrimony,,1991-09-14,,,2767
2764,Notation,,Notice of Holy Orders,Diaconate,2019-02-22,"Co-Cathedral of the Sacred Heart, Houston, TX",,
2764,Notation,,Notice of Holy Orders,Minor Order: Reader,2017-03-19,,,
2764,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2018-01-20,,,
2764,Notation,,Notice of Holy Orders,Installation: Candidate,2016-02-19,,,
112,Notation,,Proof of Baptism,,1967-10-30,"Nuestra Señora de Guadalupe, Chihuahua, Mexico",,
112,Notation,,Notice of Matrimony,,1993-04-24,,,314
112,Notation,,Notice of Holy Orders,Diaconate,2015-10-24,"Cathedral of the Immaculate Conception, Portland, OR",,
112,Notation,,Notice of Holy Orders,Minor Order: Reader,2012-11-03,,,
112,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2014-02-23,,,
112,Notation,,Notice of Holy Orders,Installation: Candidate,2015-03-01,,,
1234,Notation,,Notice of Holy Orders,Diaconate,1988-05-14,"Cathedral of the Immaculate Conception, Portland, OR",,
1234,Notation,,Notice of Holy Orders,Presbyteral,1989-07-15,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. William J. Levada,
1234,Notation,,Notice of Holy Orders,Minor Order: Reader,1988-10-28,,,
1234,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1987-10-28,,,
1234,Notation,,Notice of Holy Orders,Installation: Candidate,1988-03-08,,,
786,Notation,,Notice of Holy Orders,Presbyteral,1960-05-21,"Portland, OR",Most Rev. Edward D. Howard,
460,Notation,,Notice of Matrimony,,1967-09-02,,,461
460,Notation,,Notice of Holy Orders,Diaconate,2003-06-14,"St. Augustine Cathedral, Tucson, Arizona",,
140,Notation,,Proof of Baptism,,1971-12-09,"Parroquia de Corazón de Jesús, Tecuala, Nayarit, Mexico",,
140,Notation,,Notice of Matrimony,,1996-06-23,,,0
513,Notation,,Proof of Baptism,,1977-07-10,"St. Joseph the Worker Parish, Wyoming, MI",,
513,Notation,,Notice of Confirmation,,1996-04-06,"St. Francis Xavier, Grand Rapids, MI",,
513,Notation,,Notice of Matrimony,,2004-05-22,"St. Joseph Parish, Salem, OR",,2876
513,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-05-19,,,
513,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2024-05-19,,,
2023,Notation,,Notice of Holy Orders,Diaconate,2017-02-01,,,
2023,Notation,,Notice of Holy Orders,Presbyteral,2017-09-09,"St. James Proto-Cathedral, Vancouver, WA",Most Rev. Elias Zaidan,
230,Notation,,Proof of Baptism,,1924-09-28,"St. Anthony, Long Beach CA",,
230,Notation,,Notice of Matrimony,,1961-05-19,,,99
230,Notation,,Notice of Holy Orders,Diaconate,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
230,Notation,,Notice of Holy Orders,Minor Order: Reader,1993-04-17,,,
230,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1993-04-17,,,
230,Notation,,Notice of Holy Orders,Installation: Candidate,1993-04-17,,,
2069,Notation,,Proof of Baptism,,2001-04-15,"Community Bible Fellowship, Portland, OR",,
2069,Notation,,Notice of Confirmation,,2018-03-31,"St. Stephens Parish, Portland, OR",,
2069,Notation,,Notice of Holy Orders,Minor Order: Reader,2023-03-06,,,
2069,Notation,,Notice of Holy Orders,Installation: Candidate,2024-09-20,,,
149,Notation,,Proof of Baptism,,1957-06-01,"St. Anne, Grants Pass OR",,
149,Notation,,Notice of Matrimony,,1976-08-09,,,0
774,Notation,,Proof of Baptism,,1950-05-28,"St Joseph, El Paso TX",,
774,Notation,,Notice of Holy Orders,Diaconate,1977-03-19,"St Michael Church, Brooklyn, NY",,
774,Notation,,Notice of Holy Orders,Presbyteral,1978-05-27,"St. Patrick Cathedral, New York, New York",Terence Cardinal Cooke,
713,Notation,,Proof of Baptism,,1936-09-22,"New Salem, ND",,
713,Notation,,Notice of Confirmation,,1949-05-20,,,
713,Notation,,Notice of Holy Orders,Presbyteral,1966-05-14,"Portland, OR",Most Rev. Edward D. Howard,
713,Notation,,Notice of Holy Orders,Minor Order: Reader,1963-05-20,,,
713,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1963-05-20,,,
713,Notation,,Notice of Holy Orders,Installation: Candidate,1966-01-20,,,
654,Notation,,Proof of Baptism,,1979-11-23,"San Felipe de Neri, Albuquerque, NM",,
654,Notation,,Notice of Confirmation,,2001-04-14,,,
654,Notation,,Notice of Holy Orders,Diaconate,2014-05-31,"St. Dominic Church, San Francisco, CA",,
654,Notation,,Notice of Holy Orders,Presbyteral,2015-05-30,"San Francisco, CA",Most Rev. Salvatore Cordileone,
3042,Notation,,Proof of Baptism,,1994-09-25,"Episcopal Church of Good Samaritan, Corvallis, OR",,
3042,Notation,,Notice of Confirmation,,2017-04-16,"St. Mary Parish, Corvallis, OR",,
3042,Notation,,Notice of Profession of Faith,,2017-04-16,"Episcopal Church of Good Samaritan, Corvallis, OR",,
593,Notation,,Notice of Holy Orders,Presbyteral,1984-06-09,,,
2736,Notation,,Proof of Baptism,,1944-09-24,,,
2736,Notation,,Notice of Holy Orders,Diaconate,1972-12-16,"St. Francis de Sales Cathedral, Oakland, CA",,
2736,Notation,,Notice of Holy Orders,Presbyteral,1973-06-20,"Sts. Simon and Jude, Phoenix, AZ",,
655,Notation,,Proof of Baptism,,1939-03-21,"Portland, Or",,
655,Notation,,Notice of Holy Orders,Presbyteral,1964-12-16,Rome,Most Rev. Francis Reh,
614,Notation,,Notice of Holy Orders,Presbyteral,1992-12-06,"Moshi, Tanzania",Rt. Rev. Maedeus Msarakie,
664,Notation,,Proof of Baptism,,1982-02-07,"St. Jospeh, Salem, Oregon",,
664,Notation,,Notice of Holy Orders,Presbyteral,2017-06-03,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
2068,Notation,,Notice of Confirmation,,1985-08-15,"Jejaf Parish, South Sudan",,
2068,Notation,,Notice of Holy Orders,Diaconate,2002-06-12,"Apostles of Jesus Shrine, Langata",,
2068,Notation,,Notice of Holy Orders,Presbyteral,2003-08-23,"Robidire Adjumani Refugee Camp, Northern Uganda","Rt. Rev. Paride Taban, Bishop of Torit Diocese, So",
2068,Notation,,Notice of Holy Orders,Minor Order: Reader,1999-11-01,,,
2068,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2000-04-01,,,
582,Notation,,Proof of Baptism,,1947-01-27,"St. Anthony of Padua, Syracuse, NY",,
582,Notation,,Notice of Holy Orders,Presbyteral,1972-06-16,"Cathedral, Oakland, CA",Most Rev. Floyd Begin,
3420,Notation,,Notice of Holy Orders,Presbyteral,2024-08-23,,,
1594,Notation,,Proof of Baptism,,2009-11-16,"Edgewater Christian Fellowship, Grants Pass, OR",,
1594,Notation,,Notice of Confirmation,,2017-06-04,"St. Stephen Catholic Church, Portland, OR",,
1594,Notation,,Notice of Profession of Faith,,2017-06-04,"St. Stephen Catholic Church, Portland, OR",,
414,Notation,,Notice of Matrimony,,1963-08-21,,,415
414,Notation,,Notice of Holy Orders,Diaconate,1982-11-20,"St. Charles Borromeo, Tacoma, WA",,
855,Notation,,Notice of Holy Orders,Presbyteral,1967-05-20,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. Robert J. Dwyer,
210,Notation,,Notice of Matrimony,,1991-08-31,,,0
2314,Notation,,Notice of Holy Orders,Presbyteral,2008-07-15,,,
244,Notation,,Notice of Matrimony,,1962-06-23,,,272
244,Notation,,Notice of Holy Orders,Diaconate,1990-09-08,,,
1520,Notation,,Notice of Holy Orders,Presbyteral,1991-04-06,,,
1520,Notation,,Notice of Holy Orders,Episcopal,2023-02-14,"St. Cloud, MN",,
442,Notation,,Proof of Baptism,,1973-10-07,"Ascension Catholic Church, Portland, OR",,
442,Notation,,Notice of Confirmation,,1991-03-30,,,
442,Notation,,Notice of Matrimony,,1999-07-10,,,0
829,Notation,,Notice of Holy Orders,Presbyteral,2007-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
261,Notation,,Proof of Baptism,,1949-03-20,"Corpus Christi Church, San Francisco CA",,
261,Notation,,Notice of Matrimony,,1986-03-22,,,0
2087,Notation,,Proof of Baptism,,1960-01-24,"Shisong, Kumbo N.W.R, Cameroon",,
2087,Notation,,Notice of Confirmation,,1969-03-31,"Tatum, Cameroon",,
2087,Notation,,Notice of Matrimony,,1980-09-26,"St. Francis Xavier Parish, Bali Nyonga, Cameroon",,2092
2087,Notation,,Notice of Holy Orders,Minor Order: Reader,2022-05-22,,,
2087,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2022-05-22,,,
2098,Notation,,Notice of Holy Orders,Diaconate,2020-07-25,"Our Lady of La Vang Church, Portland, OR",,
2098,Notation,,Notice of Holy Orders,Presbyteral,2021-06-19,"Our Lady of La Vang Church, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
2098,Notation,,Notice of Holy Orders,Minor Order: Reader,2020-01-09,,,
2098,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2020-01-09,,,
543,Notation,,Proof of Baptism,,1999-03-06,"Our Lady of Lavang Parish, Portland, OR",,
543,Notation,,Notice of Confirmation,,2004-05-01,"Our Lady of Lavang Parish, Portland, OR",,
543,Notation,,Notice of Holy Orders,Minor Order: Reader,2021-11-03,,,
543,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2022-10-24,,,
543,Notation,,Notice of Holy Orders,Installation: Candidate,2023-04-19,,,
87,Notation,,Proof of Baptism,,1975-08-10,"Tracoi Parish, Xuan Loc, Vietnam",,
87,Notation,,Notice of Matrimony,,2000-01-07,,,0
2251,Notation,,Proof of Baptism,,2003-05-26,"Our Lady of Lavang Parish, Portland, OR",,
2251,Notation,,Notice of Confirmation,,2003-05-26,"Our Lady of Lavang Church, Portland, OR",,
642,Notation,,Notice of Holy Orders,Presbyteral,2015-01-10,"Grand Prairie, TX",Most Rev. Vincent H. Nguyen,
3326,Notation,,Proof of Baptism,,2000-03-04,"Our Lady of Lavang, Portland, OR",,
3326,Notation,,Notice of Confirmation,,2016-05-15,"Our Lady of Lavang, Portland, OR",,
3326,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-03-11,,,
3326,Notation,,Notice of Holy Orders,Installation: Candidate,2024-10-23,,,
698,Notation,,Notice of Holy Orders,Presbyteral,1969-05-01,"Da Lat Cathedral, Da Lat, Vietnam",Most Rev. Simon Hoa Nguyen Van Hien,
2985,Notation,,Proof of Baptism,,1959-10-08,"Tan-viet Parish, Saigon, Vietnam",,
2985,Notation,,Notice of Confirmation,,1967-11-26,"Tan-viet Parish, Saigon, Vietnam",,
2985,Notation,,Notice of Matrimony,,2000-05-20,"Southeast Asian Vicariate, Portland, OR",,0
2985,Notation,,Notice of Holy Orders,Minor Order: Reader,1995-01-18,,,
2985,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-02-07,,,
714,Notation,,Notice of Holy Orders,Presbyteral,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
291,Notation,,Notice of Matrimony,,2004-04-17,,,0
712,Notation,,Notice of Holy Orders,Diaconate,2010-01-09,,,
712,Notation,,Notice of Holy Orders,Presbyteral,2010-06-05,,,
743,Notation,,Notice of Holy Orders,Presbyteral,1994-06-11,,,
746,Notation,,Notice of Holy Orders,Presbyteral,2008-06-07,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
3321,Notation,,Notice of Holy Orders,Diaconate,2023-06-09,"Our Lady of Lavang Parish, Happy Valley, OR",,
2831,Notation,,Notice of Holy Orders,Presbyteral,1995-10-14,,,
1252,Notation,,Notice of Holy Orders,Presbyteral,2012-01-14,,,
472,Notation,,Proof of Baptism,,1955-03-17,"Bac Ha, Cu Chi, Viet Nam",,
472,Notation,,Notice of Matrimony,,1977-11-19,,,473
472,Notation,,Notice of Holy Orders,Diaconate,2004-06-05,"Holy Trinity, El Dorado Hills, CA",,
472,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-23,,,
472,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2003-09-29,,,
2021,Notation,,Proof of Baptism,,1957-05-26,"St. Andrew Church, Sumner, WA",,
2021,Notation,,Notice of Holy Orders,Diaconate,1981-12-12,,,
2021,Notation,,Notice of Holy Orders,Presbyteral,1982-06-12,"Seattle, WA",,
2021,Notation,,Notice of Holy Orders,Minor Order: Reader,1975-04-26,,,
2021,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1975-11-26,,,
303,Notation,,Notice of Matrimony,,1971-06-26,,,0
3058,Notation,,Notice of Holy Orders,Presbyteral,2016-05-21,,,
643,Notation,,Notice of Holy Orders,Presbyteral,1998-12-12,,,
1514,Notation,,Notice of Holy Orders,Presbyteral,1996-08-22,"Bukinda Parish, Kabale Diocese, Uganda",Most. Rev. Robert Grey,
1581,Notation,,Notice of Holy Orders,Presbyteral,1994-04-09,"Diocese of Umuahia, Abia State, Nigeria",,
1027,Notation,,Notice of Holy Orders,Presbyteral,2009-01-10,"New Orleans, LA","Bishop John H. Ricard, SSJ",
629,Notation,,Notice of Holy Orders,Diaconate,1995-03-04,"St. Agustine, Oakland, CA",,
629,Notation,,Notice of Holy Orders,Presbyteral,1996-04-13,"Basilica of the Sacred Heart, Notre Dame, IN",Bishop John M. D’Arcy,
809,Notation,,Notice of Holy Orders,Presbyteral,2005-06-11,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. John G. Vlazny,
2813,Notation,,Proof of Baptism,,2000-08-12,"Our Lady of Perpetual Help, Cottage Grove, OR",,
2813,Notation,,Notice of Confirmation,,2016-05-25,"St. Mary’s , Eugene, OR",,
857,Notation,,Notice of Holy Orders,Presbyteral,1992-09-05,"Cathedral of the Immaculate Conception, Portland, OR",Most Rev. William J. Levada,
656,Notation,,Notice of Holy Orders,Presbyteral,2000-07-22,"Fall River, MA",Most Rev. Sean O’Malley,
657,Notation,,Notice of Holy Orders,Presbyteral,1996-09-07,"Orussi Parish, Nebbi Diocese, Uganda",Archbishop John Baptist Odama,
616,Notation,,Notice of Holy Orders,Presbyteral,1969-05-10,"Mt. Michael Abbey, Elkhorn, Nebraska",Most Rev. Daniel E. Sheehan,
3071,Notation,,Proof of Baptism,,1964-06-28,"St. Theresa of Avila Parish, West Roxbury, MA",,
3071,Notation,,Notice of Holy Orders,Diaconate,2012-10-20,"Mission Santa Clara, Santa Clara, CA",,
3071,Notation,,Notice of Holy Orders,Presbyteral,2013-06-08,"Blessed Sacrament Church, Hollywood, CA","Most Rev. John Wester, D.D.",
3071,Notation,,Notice of Holy Orders,Minor Order: Reader,2010-03-08,,,
3071,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2010-03-08,,,
3375,Notation,,Notice of Holy Orders,Diaconate,1998-08-23,,,
3375,Notation,,Notice of Holy Orders,Presbyteral,1998-12-19,"Nairobi, Kenya",Rt. Rev. Bishop Luigi Locati,
1602,Notation,,Notice of Holy Orders,Presbyteral,2004-07-10,,,
658,Notation,,Notice of Holy Orders,Presbyteral,2010-04-01,,,
3343,Notation,,Proof of Baptism,,2013-06-22,"St. Cecilia Parish, Beaverton, OR",,
3343,Notation,,Notice of Confirmation,,2021-05-11,"St. Cecilia Parish, Beaverton, OR",,
738,Notation,,Notice of Holy Orders,Presbyteral,1973-02-02,"Innsbruck, Austria",Dr. Paulus Rusch,
1576,Notation,,Notice of Holy Orders,Presbyteral,1982-12-01,,,
316,Notation,,Proof of Baptism,,1958-02-02,"St. Francis Catholic Church, Staunton VA",,
316,Notation,,Notice of Matrimony,,1981-10-10,,,228
316,Notation,,Notice of Holy Orders,Diaconate,2010-05-29,"St. Michael’s Cathedral, Toronto, Ontario",,
1265,Notation,,Notice of Holy Orders,Presbyteral,1973-02-02,"Innsbruck, Austria",Dr. Paulus Rusch,
747,Notation,,Notice of Holy Orders,Presbyteral,2007-05-30,Kibuye,Most Rev. Zacchaeus Okoth,
568,Notation,,Notice of Holy Orders,Presbyteral,1983-09-07,St. Paul Parish Amiri Orlu,Most Rev. Ochiagha,
2978,Notation,,Notice of Holy Orders,Presbyteral,2017-12-08,,,
146,Notation,,Notice of Matrimony,,1998-07-11,,,0
716,Notation,,Notice of Holy Orders,Presbyteral,1966-06-04,Mexico City,Octaviano Marquez,
3424,Notation,,Notice of Holy Orders,Diaconate,2024-06-15,,,
885,Notation,,Notice of Holy Orders,Diaconate,1998-08-12,"Apostles of Jesus Shrine, Nairobi, Kenya",,
885,Notation,,Notice of Holy Orders,Presbyteral,1999-08-13,"Apostles of Jesus Shrine, Nairobi, Kenya",,
885,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-05-15,,,
885,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1997-06-01,,,
885,Notation,,Notice of Holy Orders,Installation: Candidate,1998-12-07,,,
594,Notation,,Notice of Holy Orders,Presbyteral,1974-03-24,"Rome, Italy",Agnelo Cardinal Rossi,
595,Notation,,Notice of Holy Orders,Diaconate,2012-10-12,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",,
595,Notation,,Notice of Holy Orders,Presbyteral,2013-06-08,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
877,Notation,,Notice of Holy Orders,Presbyteral,2017-06-03,"Cathedral of the Immaculate Conception, Portland, OR","Most Rev. Alexander K. Sample, J.C.L., D.D.",
775,Notation,,Proof of Baptism,,1963-11-03,"Sts. Peter and Paul , Tucson, AZ",,
775,Notation,,Notice of Holy Orders,Presbyteral,1995-05-27,"St. Dominic, San Francisco, CA","Most Rev. Carlos Sevilla, S.J.",
75,Notation,,Proof of Baptism,,1959-11-21,"St. Cecilia, Portland OR",,
75,Notation,,Notice of Matrimony,,1973-04-21,,,315
75,Notation,,Notice of Holy Orders,Diaconate,2007-11-03,"Cathedral of the Immaculate Conception, Portland, OR",,
75,Notation,,Notice of Holy Orders,Minor Order: Reader,2004-03-20,,,
75,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2004-12-18,,,
75,Notation,,Notice of Holy Orders,Installation: Candidate,2006-12-09,,,
874,Notation,,Notice of Holy Orders,Presbyteral,2003-06-21,"Tyler, Texas","Most Rev. Alvaro Corrada, SJ",
830,Notation,,Notice of Holy Orders,Presbyteral,1977-06-04,"St. Henry, Gresham",Most Rev. Cornelius M. Power,
1600,Notation,,Notice of Holy Orders,Presbyteral,2011-06-18,,,
191,Notation,,Proof of Baptism,,1936-01-26,"St. John the Apostle, Oregon City OR",,
191,Notation,,Notice of Matrimony,,1962-11-17,,,107
191,Notation,,Notice of Holy Orders,Diaconate,2005-11-05,"Cathedral of the Immaculate Conception, Portland, OR",,
191,Notation,,Notice of Holy Orders,Minor Order: Reader,2004-12-18,,,
191,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2004-12-18,,,
191,Notation,,Notice of Holy Orders,Installation: Candidate,2004-12-18,,,
717,Notation,,Notice of Holy Orders,Presbyteral,2001-12-28,"Busan, South Korea",Most. Rev. Chul-Soo Paul Hwang,
3473,Notation,,Notice of Holy Orders,Presbyteral,2016-08-27,,,
352,Notation,,Proof of Baptism,,1947-04-13,"St. John the Baptist, San Lorenzo CA",,
352,Notation,,Notice of Matrimony,,1971-08-15,,,0
352,Notation,,Notice of Holy Orders,Diaconate,1998-12-05,"Cathedral of the Annunciation, Stockton CA",,
352,Notation,,Notice of Holy Orders,Minor Order: Reader,1998-02-14,,,
352,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1997-06-01,,,
352,Notation,,Notice of Holy Orders,Installation: Candidate,1998-10-24,,,
617,Notation,,Notice of Holy Orders,Presbyteral,2004-04-17,Basilica of the Sacred Heart Notre Dame,"Most Rev. Daniel Jenky, CSC",
72,Notation,,Proof of Baptism,,1934-05-20,"Sacred Heart Catholic Church, Dayton OH",,
72,Notation,,Notice of Matrimony,,1960-07-16,,,283
72,Notation,,Notice of Holy Orders,Diaconate,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",,
72,Notation,,Notice of Holy Orders,Minor Order: Reader,2001-09-08,,,
72,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2001-09-08,,,
72,Notation,,Notice of Holy Orders,Installation: Candidate,2001-09-08,,,
424,Notation,,Proof of Baptism,,1970-07-16,"St. Paschal Baylon, Thousand Oaks, CA",,
424,Notation,,Notice of Confirmation,,1998-04-11,,,
424,Notation,,Notice of Matrimony,,2000-07-22,,,425
424,Notation,,Notice of Holy Orders,Diaconate,2019-10-26,"Cathedral of the Immaculate Conception, Portland, OR",,
424,Notation,,Notice of Holy Orders,Minor Order: Reader,2018-03-11,,,
424,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2018-03-11,,,
424,Notation,,Notice of Holy Orders,Installation: Candidate,2019-05-12,,,
3330,Notation,,Proof of Baptism,,1952-11-06,"Parroquia de la Madra Santisima de la Luz, Ciudad de Nuestra Señora de Monterrey, N.L., Mexico",,
3330,Notation,,Notice of Matrimony,,1978-05-20,"St. Michaels Parish, Waterloo, Ontario, Canada",,3331
3330,Notation,,Notice of Holy Orders,Diaconate,2007-05-26,"Cathedral of the Immaculate Conception in Denver, CO",,
718,Notation,,Notice of Holy Orders,Diaconate,2010-06-26,,,
718,Notation,,Notice of Holy Orders,Presbyteral,2011-09-03,,,
776,Notation,,Notice of Holy Orders,Presbyteral,1983-07-28,"Jaffna, Sri Lanka",Rt. Rev. B. Deogupillai,
1563,Notation,,Notice of Matrimony,,1991-03-23,,,0
2733,Notation,,Proof of Baptism,,1996-06-16,"Holy Family Parish, Keenesburg, CO",,
2733,Notation,,Notice of Confirmation,,2012-05-16,"St. Patrick, Canby, OR",,
2733,Notation,,Notice of Holy Orders,Minor Order: Reader,2024-10-25,,,
1285,Notation,,Notice of Holy Orders,Presbyteral,1975-08-09,San Luis Potosi,Most Rev. Ezequiel Perea Sánchez,
867,Notation,,Notice of Holy Orders,Presbyteral,1975-09-08,San Luis Potosi,Ezequiel Perea,
3019,Notation,,Proof of Baptism,,1994-01-01,"Villa De Guadalupe, Guatemala City, Guatemala",,
3019,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2022-09-05,,,
269,Notation,,Proof of Baptism,,1965-01-29,"Our Lady of Lourdes, La Loma, Quezon City, Philippines",,
269,Notation,,Notice of Matrimony,,1989-12-27,,,371
269,Notation,,Notice of Holy Orders,Diaconate,2019-10-26,"Cathedral of the Immaculate Conception, Portland, OR",,
269,Notation,,Notice of Holy Orders,Minor Order: Reader,2016-08-28,,,
269,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2016-08-28,,,
269,Notation,,Notice of Holy Orders,Installation: Candidate,2019-05-12,,,
161,Notation,,Notice of Matrimony,,1983-02-12,,,0
810,Notation,,Notice of Holy Orders,Presbyteral,1971-06-19,"St. Rose, Portland",Most Rev. Robert J. Dwyer,
3479,Notation,,Proof of Baptism,,2001-04-10,,,
3475,Notation,,Proof of Baptism,,2016-06-05,,,
670,Notation,,Notice of Holy Orders,Presbyteral,2001-03-30,,,
2803,Notation,,Notice of Matrimony,,1997-08-15,,,2805
2803,Notation,,Notice of Holy Orders,Diaconate,2016-11-26,"Immaculate Heart of Mary Cathedral, Weno, Chuuk, Federated States of Micronesia",,
569,Notation,,Notice of Holy Orders,Presbyteral,2003-12-27,Taiwan,Most Rev. Joseph Wang,
183,Notation,,Notice of Matrimony,,1983-12-31,,,134
183,Notation,,Notice of Holy Orders,Diaconate,2010-11-06,"Cathedral of the Immaculate Conception, Portland, OR",,
183,Notation,,Notice of Holy Orders,Minor Order: Reader,2009-10-31,,,
183,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2009-10-31,,,
183,Notation,,Notice of Holy Orders,Installation: Candidate,2010-07-18,,,
1287,Notation,,Notice of Holy Orders,Presbyteral,2003-05-24,,,
719,Notation,,Notice of Holy Orders,Presbyteral,1967-04-29,"Saigon, Vietnam",Most Rev. Joseph Pham Van Thien,
214,Notation,,Proof of Baptism,,1959-09-27,"St. Nicholas Cathedral, Dalat, Vietnam",,
214,Notation,,Notice of Matrimony,,1985-12-28,,,236
214,Notation,,Notice of Holy Orders,Diaconate,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",,
214,Notation,,Notice of Holy Orders,Minor Order: Reader,2008-10-25,,,
214,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2009-10-31,,,
214,Notation,,Notice of Holy Orders,Installation: Candidate,2010-11-06,,,
309,Notation,,Proof of Baptism,,1946-03-10,"Blessed Sacrament Church, Holyoke MA",,
309,Notation,,Notice of Confirmation,,1958-11-06,"Blessed Sacrament Church, Holyoke, MA",,
309,Notation,,Notice of Matrimony,,1967-09-23,,,68
309,Notation,,Notice of Holy Orders,Diaconate,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",,
309,Notation,,Notice of Holy Orders,Minor Order: Reader,1996-08-03,,,
309,Notation,,Notice of Holy Orders,Minor Order: Acolyte,1996-08-03,,,
309,Notation,,Notice of Holy Orders,Installation: Candidate,1997-07-12,,,
200,Notation,,Proof of Baptism,,1944-05-21,"Saint Anastasia, Fort Pierce FL",,
200,Notation,,Notice of Matrimony,,1977-04-09,,,0
200,Notation,,Notice of Holy Orders,Minor Order: Reader,2002-10-26,,,
200,Notation,,Notice of Holy Orders,Minor Order: Acolyte,2002-10-26,,,
3474,Notation,,Proof of Baptism,,1989-03-25,,,
3474,Notation,,Notice of Holy Orders,Diaconate,2017-05-27,"St. Dominic Church, San Francisco, CA",,
3474,Notation,,Notice of Holy Orders,Presbyteral,2018-06-22,,Most Rev. Robert Christian,
