mbfc__Affiliation__c,adpdx_Archdiocesan_Assignment__c,mbfc__Duty_Load__c,mbfc__Start_Date__c,mbfc__Completion_Date__c,mbfc__Category__c,mbfc__Use_Custom_Title__c,mbfc__Custom_Title__c,mbfc__Context__c,mbfc__Person__c,Archdpdx_Migration_Id__c,Archdpdx_Job_Id__c
Parochial Vicar,True,Full Time,2024-07-01,2024-09-08,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54gXIAQ,003Ps00000frkD4IAI,3630,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gzIAA,,3629,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUrIAM,,3628,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54hGIAQ,,3627,156
Religious Education Teacher,False,,,,Any All,True,Religious Education Teacher,001Ps00000l5CU5IAM,003Ps00000frjw4IAA,3626,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-31,Any All,True,Summer Assignment,001Ps00000l5CUwIAM,003Ps00000frlXLIAY,3625,156
Pastoral Assignment,True,Full Time,2024-06-01,2024-12-31,Any All,True,Pastoral Assignment,001Ps00000l5CUNIA2,003Ps00000frkIYIAY,3624,156
Spanish Immersion,True,Full Time,2024-04-19,2024-08-01,Any All,True,Spanish Immersion,001Ps00000l54fzIAA,003Ps00000frlWVIAY,3623,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-31,Any All,True,Summer Assignment,001Ps00000l5CUAIA2,003Ps00000frjqhIAA,3622,156
IPF Helper,True,Full Time,2024-06-01,2024-07-30,Any All,True,IPF Helper,001Ps00000l54fzIAA,003Ps00000frkD2IAI,3621,156
IPF Helper,True,Full Time,2024-06-01,2024-07-30,Any All,True,IPF Helper,001Ps00000l54fzIAA,003Ps00000frjnAIAQ,3620,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-30,Any All,True,Summer Assignment,001Ps00000l5CUXIA2,003Ps00000frjn8IAA,3619,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-31,Any All,True,Summer Assignment,001Ps00000l54hHIAQ,003Ps00000frkt7IAA,3618,156
Rome Experience,True,Full Time,2024-06-01,2024-07-30,Any All,True,Rome Experience,001Ps00000l54fzIAA,003Ps00000frjvnIAA,3617,156
IPF Helper,True,Full Time,2024-06-01,2024-07-30,Any All,True,IPF Helper,001Ps00000l54fzIAA,003Ps00000frjiFIAQ,3616,156
Pastoral Year,True,Full Time,2024-08-01,2024-12-31,Any All,True,Pastoral Year,001Ps00000l54gXIAQ,003Ps00000frjNSIAY,3615,156
IPF,True,Full Time,2024-06-01,2024-07-30,Any All,True,IPF,001Ps00000l54fzIAA,003Ps00000frjNSIAY,3614,156
Seminarian,True,Full Time,2024-08-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frjt3IAA,3613,156
Seminarian,True,Full Time,2024-07-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frklKIAQ,3612,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-31,Any All,True,Summer Assignment,001Ps00000l5CUgIAM,003Ps00000frkX0IAI,3611,156
Summer Assignment,True,Full Time,2024-07-01,2024-08-30,Any All,True,Summer Assignment,001Ps00000l5CUKIA2,,3609,156
Administrator,True,Full Time,2024-07-01,2024-08-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUZIA2,003Ps00000frk7TIAQ,3608,156
Parochial Vicar,False,Full Time,2024-06-22,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CU3IAM,,3607,156
Visiting Priest,True,Full Time,2024-07-01,2024-07-01,Any All,True,Visiting Priest,001Ps00000l5CUVIA2,,3606,156
tester,False,Part Time,2024-06-24,2025-06-24,Any All,True,tester,001Ps00000l54g4IAA,003Ps00000frjrFIAQ,3604,156
tester,False,Part Time,2024-06-24,2025-06-24,Any All,True,tester,001Ps00000l54g4IAA,003Ps00000frjGoIAI,3603,156
tester,False,Part Time,2024-06-24,2025-06-24,Any All,True,tester,001Ps00000l54g4IAA,003Ps00000frloGIAQ,3602,156
Deacon,True,,2024-06-28,,Pastoral Assignment,True,Deacon,001Ps00000l5CUJIA2,003Ps00000frju8IAA,3601,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l54gpIAA,003Ps00000frjNJIAY,3600,156
Maintenance,False,,,,Any All,True,Maintenance,001Ps00000l5CUIIA2,003Ps00000frkatIAA,3599,156
Facility Manager,False,,,,Any All,True,Facility Manager,001Ps00000l5CUIIA2,003Ps00000frko8IAA,3598,156
Hispanic Ministry Coordinator,False,,,,Any All,True,Hispanic Ministry Coordinator,001Ps00000l5CUIIA2,003Ps00000frjq1IAA,3597,156
Pastoral Associate,False,,,,Any All,True,Pastoral Associate,001Ps00000l5CUIIA2,003Ps00000frjrIIAQ,3596,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5CU9IAM,003Ps00000frkrcIAA,3595,156
Parochial Vicar,True,Full Time,2024-09-15,2025-01-12,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54grIAA,,3594,156
Parochial Vicar,True,Full Time,2024-07-01,2024-07-01,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUQIA2,003Ps00000frjh8IAA,3593,156
Pastoral Assignment,True,Full Time,2024-07-01,2024-08-31,Any All,True,Pastoral Assignment,001Ps00000l5CUKIA2,,3592,156
Rome Experience,True,Full Time,2024-06-01,2024-07-30,Any All,True,Rome Experience,001Ps00000l54fzIAA,003Ps00000frkg7IAA,3591,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-30,Any All,True,Summer Assignment,001Ps00000l54hHIAQ,003Ps00000frkGBIAY,3590,156
Summer Assignment,True,Full Time,2024-07-01,2024-09-30,Any All,True,Summer Assignment,001Ps00000l5CUJIA2,003Ps00000frjrVIAQ,3589,156
Summer Assignment,True,Full Time,2024-07-01,2024-09-30,Any All,True,Summer Assignment,001Ps00000l5CUwIAM,003Ps00000frkedIAA,3588,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-30,Any All,True,Summer Assignment,001Ps00000l5CUwIAM,003Ps00000frjuGIAQ,3587,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CUHIA2,,3585,156
On Leave,True,Full Time,2024-07-01,2024-12-31,Any All,True,On Leave,001Ps00000l54fyIAA,003Ps00000frkNXIAY,3583,156
On Leave,True,Full Time,2024-07-01,2024-11-30,Any All,True,On Leave,001Ps00000l54fyIAA,003Ps00000frkfyIAA,3581,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l54gaIAA,003Ps00000frll6IAA,3580,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l54gfIAA,003Ps00000frjpBIAQ,3579,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUOIA2,003Ps00000frko9IAA,3578,156
Parochial Vicar,True,Full Time,2024-06-22,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54hHIAQ,003Ps00000frllLIAQ,3577,156
Parochial Vicar,True,Full Time,2024-06-22,2024-09-22,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h1IAA,003Ps00000frkZnIAI,3576,156
Liturgy Coordinator,False,,,,Any All,True,Liturgy Coordinator,001Ps00000l5CUFIA2,003Ps00000frloVIAQ,3574,156
On Leave,True,Full Time,2024-07-01,,Any All,True,On Leave,001Ps00000l54fyIAA,,3573,156
Faith Formation Coordinator,False,,2024-05-01,,Any All,True,Faith Formation Coordinator,001Ps00000l5CURIA2,003Ps00000frknLIAQ,3571,156
Administrative Assistant,False,,2024-05-01,,Any All,True,Administrative Assistant,001Ps00000l54gsIAA,003Ps00000frkJZIAY,3570,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CV0IAM,003Ps00000frkslIAA,3569,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CUdIAM,003Ps00000frkslIAA,3568,156
Pastor,False,Full Time,2024-08-15,,Pastoral Assignment,True,Pastor,001Ps00000l54gQIAQ,003Ps00000frjsPIAQ,3567,156
Parish Support Accountant,False,,2024-05-30,,Any All,True,Parish Support Accountant,001Ps00000l54frIAA,003Ps00000frknGIAQ,3563,156
Office Assistant - Bilingual,False,,,,Any All,True,Office Assistant - Bilingual,001Ps00000l5WNZIA2,003Ps00000frjqAIAQ,3562,156
Religious Education Coordinator,False,,,,Any All,True,Religious Education Coordinator,001Ps00000l54hHIAQ,003Ps00000frkn4IAA,3561,156
Religious Education Coordinator,False,,,,Any All,True,Religious Education Coordinator,001Ps00000l54hDIAQ,003Ps00000frlWuIAI,3560,156
Coordinator of Evangelization,False,,,,Any All,True,Coordinator of Evangelization,001Ps00000l54hKIAQ,003Ps00000frkbHIAQ,3559,156
Seminarian,True,Full Time,2024-07-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkO9IAI,3558,156
Summer Assignment,True,Full Time,2024-06-01,2024-08-15,Any All,True,Summer Assignment,001Ps00000l5CTwIAM,003Ps00000frlijIAA,3557,156
Seminarian,True,Full Time,2024-06-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frlijIAA,3556,156
Seminarian,True,Full Time,2024-07-01,,Any All,True,Seminarian,001Ps00000l54fzIAA,003Ps00000frkmrIAA,3555,156
Ecclesiastical Notary,False,,2024-05-01,,Any All,True,Ecclesiastical Notary,001Ps00000l54frIAA,003Ps00000frjS1IAI,3554,156
Transitional Deacon,True,Full Time,2024-07-01,2024-11-15,Any All,True,Transitional Deacon,001Ps00000l54hHIAQ,003Ps00000frklfIAA,3553,156
Parochial Vicar,True,Part Time,2024-07-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUWIA2,003Ps00000frkCjIAI,3551,156
Parochial Vicar,True,Part Time,2024-07-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l54h2IAA,003Ps00000frkCjIAI,3550,156
Parochial Vicar,True,Part Time,2024-07-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUIIA2,003Ps00000frkCjIAI,3549,156
Administrator,True,Full Time,2024-07-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CUFIA2,003Ps00000frjqoIAA,3548,156
Parochial Vicar,True,Full Time,2024-07-01,,Pastoral Assignment,True,Parochial Vicar,001Ps00000l5CUFIA2,003Ps00000frjwBIAQ,3547,156
Visiting Clergy,True,Full Time,2024-05-01,2024-10-22,Any All,True,Visiting Clergy,001Ps00000l54fyIAA,,3546,156
Visiting Clergy,True,Full Time,2024-05-01,2024-06-30,Any All,True,Visiting Clergy,001Ps00000l54fyIAA,,3545,156
Provincial Assistant for Jesuit Life,False,Full Time,2024-05-01,,Any All,True,Provincial Assistant for Jesuit Life,001Ps00000l5eVYIAY,003Ps00000frkNgIAI,3544,156
On Leave,True,Full Time,0204-05-20,,Any All,True,On Leave,001Ps00000l54fyIAA,003Ps00000frjtXIAQ,3543,156
Administrator,True,Full Time,2024-05-20,2024-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54gzIAA,003Ps00000frkRaIAI,3542,156
Administrator,True,Full Time,2024-05-20,2024-06-30,Pastoral Assignment,True,Administrator,001Ps00000l5CUrIAM,003Ps00000frkRaIAI,3541,156
Administrator,True,Full Time,2024-05-20,2024-06-30,Pastoral Assignment,True,Administrator,001Ps00000l54hGIAQ,003Ps00000frkRaIAI,3540,156
Pastor,False,Full Time,2024-08-15,,Pastoral Assignment,True,Pastor,001Ps00000l5CU3IAM,003Ps00000frjsPIAQ,3539,156
Religious Education Coordinator,False,,2024-01-23,,Any All,True,Religious Education Coordinator,001Ps00000l5CUYIA2,003Ps00000frjp5IAA,3537,156
Administrator,True,Full Time,2024-06-01,,Pastoral Assignment,True,Administrator,001Ps00000l5CUuIAM,,3536,156
Pastor,True,Full Time,2024-08-24,,Pastoral Assignment,True,Pastor,001Ps00000l5CU2IAM,,3535,156
Pastor,False,Full Time,2024-06-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CUTIA2,003Ps00000frjlCIAQ,3534,156
Chaplain,False,Full Time,2018-04-20,,Pastoral Assignment,True,Chaplain,001Ps00000l54gLIAQ,003Ps00000frkaVIAQ,3533,156
"Assistant Director, Office for the Mission of Catholic Education",False,,2024-05-01,,Any All,True,"Assistant Director, Office for the Mission of Catholic Education",001Ps00000l54frIAA,003Ps00000frloYIAQ,3531,156
"Director, IT",False,Full Time,2021-09-01,2024-06-14,Any All,True,"Director, IT",001Ps00000l54frIAA,003Ps00000frjrPIAQ,3530,156
Superior,False,Full Time,2024-02-01,,Any All,True,Superior,001Ps00000l5eUzIAI,003Ps00000frldYIAQ,3529,156
Administrative Assistant,False,,2024-01-01,,Any All,True,Administrative Assistant,001Ps00000l5CUNIA2,003Ps00000frjINIAY,3528,156
Church Operations Manager,False,,2024-01-01,,Any All,True,Church Operations Manager,001Ps00000l5CUNIA2,003Ps00000frklzIAA,3527,156
Pastor,True,Full Time,2024-07-01,,Pastoral Assignment,True,Pastor,001Ps00000l5CU7IAM,003Ps00000frkjIIAQ,3526,156
On Leave,True,,2024-04-01,,Any All,True,On Leave,001Ps00000l54fyIAA,003Ps00000frjyyIAA,3525,156
On Leave,True,Full Time,2024-06-01,2024-11-30,Any All,True,On Leave,001Ps00000l54fyIAA,003Ps00000frllYIAQ,3524,156
Development Operations Associate,False,,2024-04-01,2024-06-28,Any All,True,Development Operations Associate,001Ps00000l54frIAA,003Ps00000frkYKIAY,3523,156
In Residence,False,,,2010-01-01,Any All,True,In Residence,001Ps00000l5eDfIAI,003Ps00000frkjIIAQ,3522,156
Consultant,False,,2024-03-11,,Any All,True,Consultant,001Ps00000l54gMIAQ,003Ps00000frjrYIAQ,3520,156
Pastoral Associate,True,,2024-02-21,,Any All,True,Pastoral Associate,001Ps00000l54gXIAQ,003Ps00000frlcmIAA,3519,156
Deacon,True,,2024-02-21,,Pastoral Assignment,True,Deacon,001Ps00000l54gXIAQ,003Ps00000frlcmIAA,3518,156
Deacon,True,,2024-03-04,,Pastoral Assignment,True,Deacon,001Ps00000l5CUIIA2,003Ps00000frknFIAQ,3517,156
Presbyteral Council Rep,True,Part Time,2024-01-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMhIAI,003Ps00000frklyIAA,3515,156
Presbyteral Council Rep,True,Part Time,2024-01-01,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMUIAY,003Ps00000frldGIAQ,3514,156
Deacon,False,Full Time,2024-02-19,2024-06-21,Pastoral Assignment,True,Deacon,001Ps00000l5CU3IAM,,3512,156
Special Assignment,True,Full Time,2024-02-10,2024-09-03,Any All,True,Special Assignment,001Ps00000l54fyIAA,003Ps00000frkQvIAI,3511,156
Presbyteral Council Chair,True,Part Time,2024-01-03,,Any All,True,Presbyteral Council Chair,001Ps00000l54fyIAA,003Ps00000frlWPIAY,3509,156
In Residence,False,Full Time,2024-01-15,2024-08-31,Any All,True,In Residence,001Ps00000l5eVsIAI,003Ps00000frka3IAA,3508,156
Presbyteral Council Rep,True,Part Time,2024-01-10,,Any All,True,Presbyteral Council Rep,001Ps00000l4vMfIAI,003Ps00000frkX4IAI,3507,156
Special Assignment,True,Full Time,2023-12-01,2023-12-31,Any All,True,Special Assignment,001Ps00000l54fyIAA,003Ps00000frkZyIAI,3506,156
Pastoral Assignment,True,Full Time,2024-01-01,2024-05-30,Any All,True,Pastoral Assignment,001Ps00000l54fzIAA,003Ps00000frkIYIAY,3505,156
Director,False,Full Time,2019-06-30,,Any All,True,Director,001Ps00000l5eUpIAI,003Ps00000frjOaIAI,3504,156
Director of Catholic Education,False,,2024-01-01,,Any All,True,Director of Catholic Education,001Ps00000l54frIAA,003Ps00000frkgEIAQ,3503,156
Parish Support Accountant,False,,2024-01-01,2025-03-01,Any All,True,Parish Support Accountant,001Ps00000l54frIAA,003Ps00000frkhzIAA,3502,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5eDJIAY,003Ps00000frktGIAQ,3501,156
Office Manager,False,,2023-01-01,,Any All,True,Office Manager,001Ps00000l5eDbIAI,003Ps00000frjivIAA,3500,156
Office,False,,2023-01-01,,Any All,True,Office,001Ps00000l56htIAA,003Ps00000frkoGIAQ,3499,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5eDLIAY,003Ps00000frjmlIAA,3498,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5eDMIAY,003Ps00000frkRUIAY,3497,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5eDNIAY,003Ps00000frjnEIAQ,3494,156
Office Support,False,,2023-01-01,,Any All,True,Office Support,001Ps00000l5eDOIAY,003Ps00000frjnGIAQ,3493,156
Registrar,False,,2023-01-01,,Any All,True,Registrar,001Ps00000l5eDSIAY,003Ps00000frjwzIAA,3492,156
Assistant Administrator,False,,2023-01-01,2023-08-15,Any All,True,Assistant Administrator,001Ps00000l5eDcIAI,003Ps00000frlnwIAA,3491,156
Registrar & Principal’s Assistant,False,,2023-01-01,,Any All,True,Registrar & Principal’s Assistant,001Ps00000l56hpIAA,003Ps00000frkGAIAY,3490,156
Registrar/Executive Assistant,False,,2023-01-01,,Any All,True,Registrar/Executive Assistant,001Ps00000l56hoIAA,003Ps00000frjjBIAQ,3489,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l56hhIAA,003Ps00000frk07IAA,3487,156
Main Office Administrator,False,,2023-01-01,,Any All,True,Main Office Administrator,001Ps00000l5eDHIAY,003Ps00000frjpOIAQ,3486,156
Secretary,False,,2023-01-01,,Any All,True,Secretary,001Ps00000l5eDGIAY,003Ps00000frkX2IAI,3485,156
School Office Manager,False,,2023-01-01,2024-01-01,Any All,True,School Office Manager,001Ps00000l5eDFIAY,003Ps00000frk7tIAA,3484,156
Main Office Administrative Assistant,False,,2023-01-01,,Any All,True,Main Office Administrative Assistant,001Ps00000l56hrIAA,003Ps00000frlXmIAI,3482,156
Office Manager,False,,2023-01-01,,Any All,True,Office Manager,001Ps00000l5eD4IAI,003Ps00000frjwPIAQ,3481,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5eDCIAY,003Ps00000frjmvIAA,3480,156
Administrative Assistant/Registrar,False,,2023-01-01,,Any All,True,Administrative Assistant/Registrar,001Ps00000l5eDAIAY,003Ps00000frktIIAQ,3479,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l5eD6IAI,003Ps00000frkJ5IAI,3478,156
Registrar & Admin Coordinator,False,,,,Any All,True,Registrar & Admin Coordinator,001Ps00000l56hsIAA,003Ps00000frjIQIAY,3477,156
Administrative Assistant,False,,2021-09-01,,Any All,True,Administrative Assistant,001Ps00000l56hlIAA,003Ps00000frkWvIAI,3476,156
Secretary and Registrar,False,,2021-01-01,,Any All,True,Secretary and Registrar,001Ps00000l56hmIAA,003Ps00000frkilIAA,3475,156
Administrative Assistant,False,,,,Any All,True,Administrative Assistant,001Ps00000l56hkIAA,003Ps00000frktFIAQ,3474,156
Office Administrator,False,,2023-01-01,,Any All,True,Office Administrator,001Ps00000l56hiIAA,003Ps00000frkNPIAY,3471,156
Pastoral Ministry Assistant,False,,2023-01-01,,Any All,True,Pastoral Ministry Assistant,001Ps00000l5CV6IAM,003Ps00000frjhNIAQ,3470,156
Pastoral Associate,False,,2023-01-01,,Any All,True,Pastoral Associate,001Ps00000l5CV6IAM,003Ps00000frkeyIAA,3469,156
Event Manager,False,,2023-01-01,,Any All,True,Event Manager,001Ps00000l5CULIA2,003Ps00000frjvbIAA,3468,156
OCIA,False,,2023-01-01,,Any All,True,OCIA,001Ps00000l5CULIA2,003Ps00000frkFgIAI,3467,156
Business Manager,False,,2023-01-01,,Any All,True,Business Manager,001Ps00000l5CULIA2,003Ps00000frjhpIAA,3466,156
Church Janitor,False,,2023-01-01,,Any All,True,Church Janitor,001Ps00000l54gYIAQ,003Ps00000frjGqIAI,3465,156
"Office Coordinator, Parish Life & Stewardship",False,,2023-01-01,,Any All,True,"Office Coordinator, Parish Life & Stewardship",001Ps00000l54gYIAQ,003Ps00000frkFwIAI,3464,156
Faith Formation Coordinator,False,,2023-01-01,,Any All,True,Faith Formation Coordinator,001Ps00000l5CUjIAM,003Ps00000frjqPIAQ,3463,156
Bookkeeper,False,,2023-01-01,,Any All,True,Bookkeeper,001Ps00000l5CVDIA2,003Ps00000frkseIAA,3462,156
Head Sacristan,False,,2023-01-01,,Any All,True,Head Sacristan,001Ps00000l5CUWIA2,003Ps00000frjnfIAA,3461,156
Interim Parish Manager,False,,2023-01-01,,Any All,True,Interim Parish Manager,001Ps00000l5CUWIA2,003Ps00000frjmIIAQ,3460,156
Director of Evangelization,False,,2023-01-01,2023-09-01,Any All,True,Director of Evangelization,001Ps00000l5CUWIA2,003Ps00000frkflIAA,3459,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5CUWIA2,003Ps00000frkt0IAA,3458,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5CUVIA2,003Ps00000frjqlIAA,3457,156
Music Director 5:30 Mass,False,,,,Any All,True,Music Director 5:30 Mass,001Ps00000l5CUSIA2,003Ps00000frklWIAQ,3456,156
Maintenance,False,,2023-01-01,,Any All,True,Maintenance,001Ps00000l5CURIA2,003Ps00000frkXdIAI,3455,156
Director of Evangelization,False,,2023-01-01,,Any All,True,Director of Evangelization,001Ps00000l5CUQIA2,003Ps00000frkJWIAY,3454,156
Business Manager,False,,2023-01-01,,Any All,True,Business Manager,001Ps00000l5CUQIA2,003Ps00000frkFyIAI,3453,156
Faith Formation Program Coordinator,False,,2023-01-01,,Any All,True,Faith Formation Program Coordinator,001Ps00000l5CUQIA2,003Ps00000frjwKIAQ,3452,156
Music,False,,2023-01-01,,Any All,True,Music,001Ps00000l5CUPIA2,003Ps00000frloXIAQ,3451,156
Music and IT Director,False,,2023-01-01,,Any All,True,Music and IT Director,001Ps00000l5CUPIA2,003Ps00000frkWrIAI,3450,156
Bulletin Editor,False,,2023-01-01,,Any All,True,Bulletin Editor,001Ps00000l54glIAA,003Ps00000frjP0IAI,3449,156
Business Manager,False,,2023-01-01,,Any All,True,Business Manager,001Ps00000l5CUZIA2,003Ps00000frk0oIAA,3448,156
Director of Religious Education,False,,2023-01-01,2024-12-29,Any All,True,Director of Religious Education,001Ps00000l5CUZIA2,003Ps00000frjxOIAQ,3447,156
Parish Secretary,False,,2023-01-01,2024-12-29,Any All,True,Parish Secretary,001Ps00000l5CUZIA2,003Ps00000frjxOIAQ,3446,156
Bookkeeper,False,,2023-01-01,,Any All,True,Bookkeeper,001Ps00000l5CUOIA2,003Ps00000frlopIAA,3445,156
Receptionist,False,,2023-01-01,,Any All,True,Receptionist,001Ps00000l54hQIAQ,003Ps00000frlo5IAA,3444,156
Pastoral Associate,False,,2023-01-01,,Any All,True,Pastoral Associate,001Ps00000l54hQIAQ,003Ps00000frjP5IAI,3443,156
Coordinator of Religious Education,False,,2023-01-01,,Any All,True,Coordinator of Religious Education,001Ps00000l54gtIAA,003Ps00000frldbIAA,3442,156
Office Assistant,False,,2023-01-01,,Any All,True,Office Assistant,001Ps00000l54gtIAA,003Ps00000frkZlIAI,3441,156
Music Ministry Coordinator,False,,2023-01-01,,Any All,True,Music Ministry Coordinator,001Ps00000l5CUuIAM,003Ps00000frjiEIAQ,3440,156
Hispanic Ministry Coordinator,False,,2023-01-01,,Any All,True,Hispanic Ministry Coordinator,001Ps00000l5CUuIAM,003Ps00000frkXqIAI,3439,156
Administrative Assistant,False,,2023-01-01,,Any All,True,Administrative Assistant,001Ps00000l5CUuIAM,003Ps00000frjqaIAA,3438,156
Director of Youth Ministry & Formation,False,,2023-01-01,,Any All,True,Director of Youth Ministry & Formation,001Ps00000l5CUuIAM,003Ps00000frkCNIAY,3437,156
