,Name,Formal_Name__c,RecordTypeId,mbfc__Church_Type__c,mbfc__Deanery__c,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Fax,mbfc__Email__c,Website,mbfc__Mass_Times__c,mbfc__Abbreviation__c,mbfc__Religious_Suffix__c,mbfc__Type_Members__c,Description,Archdiocese_Assigns_Clergy__c,mbfc__Non_Latin__c,Disabled_Access__c,Locator_Description__c,Parent_Parish__c,mbfc__Date_Established__c,County__c,Sanctuary_Capacity__c,Religious_Secular_Order__c,Pontifical_or_Diocesan_Order__c,Archdiocesan_School_Code__c,Grades_Provided__c,Job_Id__c,Archdpdx_Migration_Id__c,mbfc__Organization_Type__c,ParentId
42,"St. Cecilia, Beaverton",St. Cecilia,012Ps000002fU2bIAE,Parish,0017x0000107knGAAQ,"St. Cecilia Parish
5105 SW Franklin Ave",Beaverton,OR,97005,,503-644-2619,503-626-7204,rjunge@stceciliachurch.org,https://www.stceciliachurch.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm, 7:00 pm (Español)<br>Sunday 7:30 am, 9:00 am, 10:45 am, 12:30 pm, 2:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Saturday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Tuesday, Thursday 8:30–9:00 am<br>Saturday 8:40–10:00 am, 3:30–4:40 pm</p><p><br></p><p><strong>Adoration</strong></p><p>Perpetual; contact office for code</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1913-01-01,Washington,500.0,,,,,152,Parishes_11,,0017x0000107vUEAAY
43,"Star of the Sea, Brookings",Star of the Sea,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"Star of the Sea Parish
820 Old County Rd",Brookings,OR,97415,,541-469-2313,541-469-9644,parishoffice@sosstc.org,https://www.staroftheseastcharles.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm, 6:30 pm (Español)<br>Sunday 8:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 5:15 pm<br>Wednesday, Friday 10:00 am<br>First Saturday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30 pm–4:15 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1922-01-01,Curry,350.0,,,,,152,Parishes_12,,0017x0000107vUEAAY
44,"Holy Trinity Mission, Brownsville",Holy Trinity,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"Holy Trinity Mission
104 W Blakely Ave",Brownsville,OR,97327,,541-367-2530,,holytrinitybrownsvilleor@gmail.com,https://sweethomecatholicchurch.com/,<p><strong>Mass</strong></p><p>Sunday 11:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday Noon</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Third Saturday 2:00–3:00 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,W Blakely Ave and French St,0017x0000107tLOAAY,,Linn,0.0,,,,,152,Parishes_13,,0017x0000107vUEAAY
45,"St. Patrick, Canby",St. Patrick,012Ps000002fU2bIAE,Parish,0017x0000107knRAAQ,"St. Patrick Parish
PO Box 730",Canby,OR,97013,,503-263-1286,,stpatricks@canby.com,https://www.stpatcanby.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 10:30 am, 12:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday-Friday 8:30 am<br>Thursday 7:00 pm (Español)<br></p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Thursday 5:30_6:30 pm<br>Saturday 3:00–4:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 5:30–6:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,498 NW 9th Ave,,1884-01-01,Clackamas,400.0,,,,,152,Parishes_14,,0017x0000107vUEAAY
46,"St. Patrick of the Forest Mission, Cave Junction",St. Patrick of the Forest,012Ps000002fU2bIAE,Parish,0017x0000107knTAAQ,"St. Patrick of the Forest Mission
407 W River St",Cave Junction,OR,97523,,541-592-3658,541-592-3580,,http://www.stpatrickoftheforest.com/,<p><strong>Mass</strong></p><p>Sunday 11:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 10:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,,0017x00001080Y9AAI,,Josephine,0.0,,,,,152,Parishes_15,,0017x0000107vUEAAY
47,"Shepherd of the Valley, Central Point",Shepherd of the Valley,012Ps000002fU2bIAE,Parish,0017x0000107knTAAQ,"Shepherd of the Valley Parish
600 Beebe Rd",Central Point,OR,97502,,541-664-1050,,churchoffice@shepherdcatholic.com,https://www.shepherdcatholic.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm, 7:00 pm (Español)<br>Sunday 9:00 am, 1:00 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 6:30 pm (Español)<br>Wednesday–Friday Noon</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 8:20–8:45 am, Noon–12:45 pm<br>Tuesday 6:00–6:25 pm<br>Wednesday–Friday 11:20–11:55 am<br>Saturday 4:00 pm–4:45 pm, 6:20 pm–6:45 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Tuesday 6:00–7:30 pm (Spanish Mass in the middle)<br>Friday 10:00 am–4:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1978-01-01,Jackson,550.0,,,,,152,Parishes_16,,0017x0000107vUEAAY
48,"St. John the Baptist Mission, Clatskanie",St. John the Baptist,012Ps000002fU2bIAE,Parish,0017x0000107knHAAQ,"St. John the Baptist Mission
PO Box 340",Rainier,OR,97048,,503-556-5641,,nbvm.sjb.bulletin@gmail.com,http://www.nativityofbvm.org/,<p><strong>Mass</strong></p><p>Sunday 11:15 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,100 SW High St,0017x0000107tKvAAI,,Columbia,0.0,,,,,152,Parishes_17,,0017x0000107vUEAAY
49,"St. Joseph Mission, Cloverdale",St. Joseph,012Ps000002fU2bIAE,Parish,0017x0000107knNAAQ,"St. Joseph Mission
PO Box 9",Cloverdale,OR,97112,,503-842-6647,,stjosephcloverdale@gmail.com,https://tillamooksacredheart.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm<br>Sunday 10:30 am</p><p><br></p><p><strong></strong></p><p>Thursday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 3:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,34560 Parkway Dr,0017x0000107tLQAAY,,Tillamook,0.0,,,,,152,Parishes_18,,0017x0000107vUEAAY
50,"St. Monica, Coos Bay",St. Monica,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"St. Monica Parish
357 S 6th St",Coos Bay,OR,97420,,541-267-7421,541-267-8491,frontdesk@saintmonicacoosbay.org,https://www.saintmonicacoosbay.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm<br>Sunday 8:30 am; 10:30 am; 1:00 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday 10:00 am (Latin)<br>Tuesday, Thursday–Friday 8:30 am<br>Wednesday Noon<br>First Saturday 10:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Friday 9:00–9:55 am<br>Saturday 3:00–4:10 pm (First Saturday 9:30–10:00 am)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1888-01-01,Coos,250.0,,,,,152,Parishes_19,,0017x0000107vUEAAY
51,"Holy Name, Coquille",Holy Name,012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"Holy Name Parish
PO Box 368",Coquille,OR,97423,,541-396-3849,,parishoffice@holynamecq.org,https://holynamecq.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 6:30 pm<br>Sunday 10:30 am<br></p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 5:30–6:15 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,50 S Dean St,,1913-01-01,Coos,250.0,,,,,152,Parishes_20,,0017x0000107vUEAAY
52,"St. Alexander, Cornelius",St. Alexander,012Ps000002fU2bIAE,Parish,0017x0000107knUAAQ,"St. Alexander Parish
PO Box 644",Cornelius,OR,97113,,503-359-0304,503-992-8634,info@stalexandercornelius.org,https://www.stalexandercornelius.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday/Sábado 7:00 pm (Español)<br>Sunday/Domingo 7:00 am (Español); 9:00 am (English); 11:00 am (Español); 1:00 pm (Español); 6:00 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Mon, Wed, Fri 8:00 am (English)<br>Mon, Tue, Thu, Fri/Lunes, Martes, Jueves, Viernes 6:00 pm (Español)</p><p><br></p><p><strong>Reconciliation (Confession)/Confesiones</strong></p><p>Thursday/Jueves 4:00–5:30 pm<br>Friday/Viernes 7:00–8:30 pm</p><p><br></p><p><strong>Adoration</strong></p><p>Monday–Friday Noon–Midnight (in adoration chapel, sign up)<br>Saturday Noon–6:00 pm (in adoration chapel, sign up)<br>Last Saturday 8:00 pm-Midnight (in church, no sign up)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,170 N 10th Ave at Adair,,1876-01-01,Washington,300.0,,,,,152,Parishes_21,,0017x0000107vUEAAY
53,"St. Mary, Corvallis",St. Mary,012Ps000002fU2bIAE,Parish,0017x0000107knFAAQ,"St. Mary Parish
501 NW 25th St",Corvallis,OR,97330,,541-757-1988,541-757-2788,info@stmarycorvallis.org,https://www.stmarycorvallis.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 8:30 am, 10:30 am, 12:30 pm (Español)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday Noon<br>Tuesday–Saturday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday 4:00–6:00 pm<br>Saturday 3:00 pm–4:30 pm<br>Sunday/Domingo Noon (Español)</p><p><br></p><p><strong>Adoration</strong></p><p>Before and after Mass in Adoration Chapel<br>24 hour access requires keypad code from office</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,NW 25th St  near Tyler Ave,,1861-01-01,Benton,750.0,,,,,152,Parishes_23,,0017x0000107vUEAAY
54,"Our Lady of Perpetual Help, Cottage Grove",Our Lady of Perpetual Help,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"Our Lady of Perpetual Help Parish
1025 N 19th St",Cottage Grove,OR,97424,,541-942-3420,,office@olphcg.net,https://olphcg.net/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 10:30 am<br>First Saturday 7:00 pm votive Mass preceding adoration</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday 6:45 pm (Latin, 1962 Missal)<br>Tuesday 9:00 am (Latin, 1962 Missal)<br>Wednesday Noon<br>Thursday, Friday 9:00 am<br>Saturday 9:00 am (Latin, 1962 Missal)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 9:45 am–10:15 am, 4:00–5:15 pm<br>Saturday 9:40 am–10:30 am and 4:00–5:15 pm<br>Tuesday, Thursday, Friday 8:30 am<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 7:00–9:00 am<br>Saturday 8:00-9:00 am<br>First Saturday 8:00 pm–8:45 am Sunday</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1888-01-01,Lane,375.0,,,,,152,Parishes_24,,0017x0000107vUEAAY
55,"St. Philip Benizi Mission, Creswell",St. Philip Benizi,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Philip Benizi Mission
1025 N 19th St",Cottage Grove,OR,97424,,541-942-3420,,office@olphcg.net,https://olphcg.net/,<p><strong>Weekend Mass</strong></p><p>Sunday 8:30 am (bilingual)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 7:40 am–8:15 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,552 Holbrook Ln,0017x00001080XsAAI,,Lane,0.0,,,,,152,Parishes_25,,0017x0000107vUEAAY
56,"St. Philip, Dallas",St. Philip,012Ps000002fU2bIAE,Parish,0017x0000107knMAAQ,"St. Philip Parish
825 SW Mill St",Dallas,OR,97338,,503-623-2440,,stphilipdallasor@gmail.com,https://stphilorg.org/,<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 8:00 am; 10:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday–Wednesday 5:30 pm<br>Thursday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Last Saturday 11:00 am–Noon</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,,,1909-01-01,Polk,250.0,,,,,152,Parishes_26,,0017x0000107vUEAAY
57,"St. Martin de Porres Mission, Dayton",St. Martin de Porres,012Ps000002fU2bIAE,Parish,0017x0000107knWAAQ,"St. Martin de Porres Mission
445 N Maple St",Yamhill,OR,97148,,503-864-2378,,zpacanza@archdpdx.org,https://stmartindayton.org/,"<p><strong>Weekend Mass</strong></p><p>Sunday 11:00 am (Español), 12:30 am (Español)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday, Friday 4:00–5:00 pm (Español)</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,407 Ferry St,0017x0000107tLZAAY,,Yamhill,0.0,,,,,152,Parishes_27,,0017x0000107vUEAAY
58,"St. Henry Mission, Dexter",St. Henry,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Henry Mission
PO Box 65",Dexter,OR,97431,,541-937-3033,,,,<p><strong>Weekend Mass</strong></p><p>Sunday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,38925 Dexter Rd,0017x0000107tKFAAY,,Lane,0.0,,,,,152,Parishes_28,,0017x0000107vUEAAY
59,"St. Aloysius, Estacada",St. Aloysius,012Ps000002fU2bIAE,Parish,0017x0000107knRAAQ,"St. Aloysius Parish
18090 SE Langensand Rd",Sandy,OR,97055,,503-630-2416,,office@stmichaelsandy.org,https://mjaparishescluster.org/parishes,<p><strong>Weekend Mass</strong></p><p>Sunday 11:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday 11:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>,,,,,True,False,True,192 NW 3rd Ave,,1924-01-01,Clackamas,164.0,,,,,152,Parishes_29,,0017x0000107vUEAAY
60,"St. Jude, Eugene",St. Jude,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Jude Parish
4330 Willamette St",Eugene,OR,97405,,541-344-1191,,parishstjude@comcast.net,https://www.stjudeeugene.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 9:00 am, 11:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday 12:30 pm<br>Wednesday-Friday 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00–4:30 pm<br>or by appointment</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1969-01-01,Lane,275.0,,,,,152,Parishes_30,,0017x0000107vUEAAY
61,"St. Mark, Eugene",St. Mark,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Mark Parish
1760 Echo Hollow Road",Eugene,OR,97402,,541-689-0725,541-689-1054,saintmark1760@hotmail.com,https://stpeterstmarkeugene.org/,"<p><strong>Weekend Mass</strong></p><p>Sunday 8:30 am, 12:30 (Español)</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Sunday 8:00 am–8:30 am, 11:30 am–Noon<br>Tuesday 4:30–5:00 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Thursday 9:00–10:00 am<br>First Friday 6:00–9:00 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1961-01-01,Lane,270.0,,,,,152,Parishes_31,,0017x0000107vUEAAY
62,"St. Mary, Eugene",St. Mary,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Mary Parish
1062 Charnelton St",Eugene,OR,97401,,541-342-1139,541-334-6996,information@stmaryeugene.com,https://www.stmaryeugene.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 8:00 am, 10:00 am, 12:00 pm (Español), 5:30 pm (Life Teen)</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Monday-Friday 12:15 pm<br>Wednesday, Thursday, Saturday 8:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday, Friday 11:00 am–Noon<br>Saturday 3:00 pm–5:00 pm<br>and by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 8:30 am–5:30 pm</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1889-01-01,Lane,500.0,,,,,152,Parishes_32,,0017x0000107vUEAAY
63,"St. Paul, Eugene",St. Paul,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Paul Parish
1201 Satre St",Eugene,OR,97401,,541-686-2345,541-686-0037,stpaulcommunity@archdpdx.org,https://www.saintpaulparish.com/,"<p><strong>Weekend Mass</strong></p><p>Saturday 4:30 pm<br>Sunday 8:00 am, 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tuesday-Saturday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Wednesday, Saturday 9:00–10:00 am<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 9:00–9:30 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,,,1955-01-01,Lane,440.0,,,,,152,Parishes_33,,0017x0000107vUEAAY
64,"St. Peter, Eugene",St. Peter,012Ps000002fU2bIAE,Parish,0017x0000107knLAAQ,"St. Peter Parish
PO Box 40518",Eugene,OR,97404,,541-688-1051,,stpetereugene@gmail.com,https://stpeterstmarkeugene.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:00 pm<br>Sunday 10:30 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Wednesday, Friday 8:30 am<br>First Saturday 8:30 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Saturday 4:00-4:30 pm<br>or by appointment</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 9:00–10:00 am</p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,1150 Maxwell Rd,,1955-01-01,Lane,350.0,,,,,152,Parishes_34,,0017x0000107vUEAAY
65,"St. Mary, Our Lady of the Dunes, Florence","St. Mary, Our Lady of the Dunes",012Ps000002fU2bIAE,Parish,0017x0000107knQAAQ,"St. Mary, Our Lady of the Dunes Parish
PO Box 2640",Florence,OR,97439,,541-997-2312,,plestanguet@archdpdx.org,https://www.ourladyofthedunes.org/,"<p><strong>Weekend Mass</strong></p><p>Saturday 5:30 pm<br>Sunday 11:00 am</p><p><br></p><p><strong>Weekday Mass</strong></p><p>Tue, Wed, Fri 9:00 am</p><p><br></p><p><strong>Reconciliation (Confession)</strong></p><p>Friday 9:30–10:30 am<br>Saturday 4:30–5:00 pm</p><p><br></p><p><strong>Adoration</strong></p><p>Friday 9:30–10:00 am (following Mass)<br></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p><p><strong></strong></p><p></p><p><br></p>",,,,,True,False,True,"85060 Highway 101, Florence, OR 97439",,1949-01-01,Lane,0.0,,,,,152,Parishes_36,,0017x0000107vUEAAY
